year,ge_eid,ge_week,ge_wday,ge_date,ge_time,home_te,away_te,score_home,score_away,fumbles_tot,rushing_yds,home,rushing_twopta,fumbles_lost,rushing_tds,receiving_rec,receiving_twopta,receiving_yds,rushing_att,rushing_lngtd,fumbles_yds,receiving_lng,pos,receiving_tds,bdate,ne,fumbles_trcv,rushing_twoptm,rushing_lng,te,passing_tds,points,5wavyds,5Wavatt,5Wavtd,5wanrec,5wavrecyds,5wkavrectd
2010,2010091914,2,Sun,40440,8:20 AM,IND,NYG,38,14,,89,no,0,,0,,,,17,0,,,RB,,31490,A.Bradshaw,,0,12,NYG,,8.9,38,10,0.5,1,8.5,0
2010,2010092600,3,Sun,40447,1:00 AM,NYG,TEN,10,29,1,88,yes,0,1,1,5,0,30,15,10,0,12,RB,0,31490,A.Bradshaw,0,0,22,NYG,,15.8,44.5,8.5,0,0,0,0
2010,2010100312,4,Sun,40454,8:20 AM,NYG,CHI,17,3,1,129,yes,0,1,1,2,0,14,23,3,0,11,RB,0,31490,A.Bradshaw,0,0,25,NYG,,18.3,44,7.5,0.5,2.5,15,0
2010,2010101008,5,Sun,40461,1:00 AM,HOU,NYG,10,34,,67,no,0,,0,3,0,22,16,0,,9,RB,0,31490,A.Bradshaw,,0,23,NYG,,8.9,64.5,11.5,0.5,1,7,0
2010,2010101705,6,Sun,40468,1:00 AM,NYG,DET,28,20,,133,yes,0,,0,2,0,10,19,0,,11,RB,0,31490,A.Bradshaw,,0,45,NYG,,14.3,89.8,18.2,0.6,2.4,16.6,0
2010,2010102500,7,Mon,40476,8:30 AM,DAL,NYG,35,41,1,126,no,0,1,0,2,0,12,24,0,0,10,RB,0,31490,A.Bradshaw,0,0,22,NYG,,11.8,101.2,18,0.4,2.4,15.2,0
2010,2010110708,9,Sun,40489,4:05 AM,SEA,NYG,7,41,,57,no,0,,2,4,0,35,19,4,,13,RB,0,31490,A.Bradshaw,,0,7,NYG,,21.2,108.6,19.4,0.4,2.8,17.6,0
2010,2010111408,10,Sun,40496,4:15 AM,NYG,DAL,20,33,1,73,yes,0,0,0,6,0,62,20,0,0,18,RB,0,31490,A.Bradshaw,0,0,9,NYG,,11.5,102.4,20.2,0.6,2.6,18.6,0
2010,2010112113,11,Sun,40503,8:20 AM,PHI,NYG,27,17,1,29,no,0,1,0,2,0,-5,12,0,0,2,RB,0,31490,A.Bradshaw,0,0,17,NYG,,0.4,91.2,19.6,0.4,3.4,28.2,0
2010,2010112800,12,Sun,40510,1:00 AM,NYG,JAC,24,20,,49,yes,1,,0,4,0,34,9,0,,12,RB,0,31490,A.Bradshaw,,1,27,NYG,,8.3,83.6,18.8,0.4,3.2,22.8,0
2010,2010120504,13,Sun,40517,1:00 AM,NYG,WAS,31,7,,97,yes,0,,2,1,0,8,25,10,,8,RB,0,31490,A.Bradshaw,,0,15,NYG,,22.5,66.8,16.8,0.4,3.6,27.6,0
2010,2010121301,14,Mon,40525,7:20 AM,MIN,NYG,3,21,,103,no,0,,1,5,0,12,11,48,,4,RB,0,31490,A.Bradshaw,,0,48,NYG,,17.5,61,17,0.8,3.4,26.8,0
2010,2010121906,15,Sun,40531,1:00 AM,NYG,PHI,31,38,,66,yes,0,,0,2,0,14,19,0,,11,RB,0,31490,A.Bradshaw,,0,9,NYG,,8,70.2,15.4,0.6,3.6,22.2,0
2010,2010122611,16,Sun,40538,4:15 AM,GB,NYG,45,17,1,31,no,0,1,0,5,0,41,12,0,0,13,RB,0,31490,A.Bradshaw,0,0,7,NYG,,5.2,68.8,15.2,0.6,2.8,12.6,0
2010,2011010208,17,Sun,40180,4:15 AM,WAS,NYG,14,17,,22,no,0,,0,2,0,8,15,0,,8,RB,0,31490,A.Bradshaw,,0,4,NYG,,3,69.2,15.2,0.6,3.4,21.8,0
2011,2011091108,1,Sun,40797,4:15 AM,WAS,NYG,28,14,,44,no,0,,1,1,0,10,13,6,,10,RB,0,31490,A.Bradshaw,,0,7,NYG,,11.4,63.8,16.4,0.6,3,16.6,0
2011,2011091900,2,Mon,40805,8:30 AM,NYG,STL,28,16,,59,yes,0,,0,5,0,45,15,0,,23,RB,0,31490,A.Bradshaw,,0,15,NYG,,10.4,53.2,14,0.4,3,17,0
2011,2011092505,3,Sun,40811,1:00 AM,PHI,NYG,16,29,,86,no,0,,0,5,0,53,15,0,,26,RB,1,31490,A.Bradshaw,,0,37,NYG,,19.9,44.4,14.8,0.2,3,23.6,0
2011,2011100209,4,Sun,40818,4:05 AM,ARI,NYG,27,31,1,39,no,0,1,1,4,0,11,12,13,0,8,RB,0,31490,A.Bradshaw,0,0,13,NYG,,9,48.4,14,0.2,3.6,31.4,0.2
2011,2011100904,5,Sun,40825,1:00 AM,NYG,SEA,25,36,,58,yes,1,,0,2,0,27,17,0,,15,RB,0,31490,A.Bradshaw,,1,13,NYG,,8.5,50,14,0.4,3.4,25.4,0.2
2011,2011101600,6,Sun,40832,1:00 AM,NYG,BUF,27,24,,104,yes,0,,3,2,0,26,26,1,,17,RB,0,31490,A.Bradshaw,,0,30,NYG,,31,57.2,14.4,0.4,3.4,29.2,0.2
2011,2011103000,8,Sun,40846,1:00 AM,NYG,MIA,20,17,,50,yes,0,,0,5,0,38,13,0,,15,RB,0,31490,A.Bradshaw,,0,18,NYG,,8.8,69.2,17,0.8,3.6,32.4,0.2
2011,2011120410,13,Sun,40881,4:15 AM,NYG,GB,35,38,,38,yes,0,,0,2,0,9,11,0,,7,RB,0,31490,A.Bradshaw,,0,8,NYG,,4.7,67.4,16.6,0.8,3.6,31,0.2
2011,2011121113,14,Sun,40888,8:20 AM,DAL,NYG,34,37,,12,no,0,,0,1,0,7,8,0,,7,RB,0,31490,A.Bradshaw,,0,8,NYG,,1.9,57.8,15.8,0.8,3,22.2,0
2011,2011121803,15,Sun,40895,1:00 AM,NYG,WAS,10,23,,58,yes,0,,1,3,0,21,10,3,,18,RB,0,31490,A.Bradshaw,,0,17,NYG,,13.9,52.4,15,0.6,2.4,21.4,0
2011,2011122405,16,Sat,40901,1:00 AM,NYJ,NYG,14,29,,54,no,0,,2,1,0,8,15,19,,8,RB,0,31490,A.Bradshaw,,0,19,NYG,,18.2,52.4,13.6,0.8,2.6,20.2,0
2011,2012010106,17,Sun,40544,8:20 AM,NYG,DAL,31,14,,57,yes,0,,1,3,0,12,16,5,,10,RB,1,31490,A.Bradshaw,,0,29,NYG,,18.9,42.4,11.4,0.6,2.4,16.6,0
2012,2012090500,1,Wed,41157,8:30 AM,NYG,DAL,17,24,,78,yes,0,,1,2,0,15,17,10,,9,RB,0,31490,A.Bradshaw,,0,33,NYG,,15.3,43.8,12,0.8,2,11.4,0.2
2012,2012091600,2,Sun,41168,1:00 AM,NYG,TB,41,34,,16,yes,0,,0,,,,5,0,,,RB,,31490,A.Bradshaw,,0,12,NYG,,1.6,51.8,13.2,1,2,12.6,0.2
2012,2012093012,4,Sun,41182,8:20 AM,PHI,NYG,19,17,,39,no,0,,0,3,0,38,13,0,,20,RB,0,31490,A.Bradshaw,,0,9,NYG,,7.7,52.6,12.6,1,1.8,11.2,0.2
2012,2012100703,5,Sun,41189,1:00 AM,NYG,CLE,41,27,1,200,yes,0,1,1,4,0,29,30,4,0,14,RB,0,31490,A.Bradshaw,0,0,37,NYG,,26.9,48.8,13.2,0.8,1.8,14.6,0.2
2012,2012101409,6,Sun,41196,4:25 AM,SF,NYG,3,26,,116,no,0,,1,1,0,4,27,1,,4,RB,0,31490,A.Bradshaw,,0,23,NYG,,18,78,16.2,0.6,2.4,18.8,0.2
2012,2012102100,7,Sun,41203,1:00 AM,NYG,WAS,27,23,,43,yes,0,,1,4,0,22,12,1,,11,RB,0,31490,A.Bradshaw,,0,15,NYG,,12.5,89.8,18.4,0.6,2,17.2,0
2012,2012102810,8,Sun,41210,4:25 AM,DAL,NYG,24,29,1,78,no,0,1,0,,,,22,0,0,,RB,,31490,A.Bradshaw,0,0,12,NYG,,5.8,82.8,17.4,0.6,2.4,18.6,0
2012,2012110410,9,Sun,41217,4:25 AM,NYG,PIT,20,24,,48,yes,0,,0,,,,15,0,,,RB,,31490,A.Bradshaw,,0,9,NYG,,4.8,95.2,20.8,0.6,2.4,18.6,0
2012,2012111105,10,Sun,41224,1:00 AM,CIN,NYG,31,13,1,57,no,0,1,0,3,0,14,10,0,0,12,RB,0,31490,A.Bradshaw,0,0,11,NYG,,5.1,97,21.2,0.6,1.8,11,0
2012,2012112511,12,Sun,41238,8:20 AM,NYG,GB,38,10,,58,yes,0,,1,2,0,61,10,13,,59,RB,0,31490,A.Bradshaw,,0,13,NYG,,17.9,68.4,17.2,0.4,1.6,8,0
2012,2012120300,13,Mon,41246,8:30 AM,WAS,NYG,17,16,,103,no,0,,0,2,0,13,24,0,,9,RB,0,31490,A.Bradshaw,,0,14,NYG,,11.6,56.8,13.8,0.4,1.8,19.4,0
2012,2012120911,14,Sun,41252,4:25 AM,NYG,NO,52,27,,33,yes,0,,0,,,,11,0,,,RB,,31490,A.Bradshaw,,0,6,NYG,,3.3,68.8,16.2,0.2,1.4,17.6,0
2012,2012122309,16,Sun,41266,4:25 AM,BAL,NYG,33,14,,39,no,0,,0,1,0,8,9,0,,8,RB,0,31490,A.Bradshaw,,0,11,NYG,,4.7,59.8,14,0.2,1.4,17.6,0
2012,2012123006,17,Sun,41273,1:00 AM,NYG,PHI,42,7,,107,yes,0,,1,1,0,41,16,1,,41,RB,0,31490,A.Bradshaw,,0,17,NYG,,20.8,58,12.8,0.2,1.6,19.2,0
2013,2013090805,1,Sun,41525,1:00 AM,IND,OAK,21,17,,26,yes,0,,0,1,0,7,7,0,,7,RB,0,31490,A.Bradshaw,,0,13,IND,,3.3,68,14,0.4,1.2,24.6,0
2013,2013091506,2,Sun,41532,1:00 AM,IND,MIA,20,24,,65,yes,0,,1,3,0,19,15,1,,14,RB,0,31490,A.Bradshaw,,0,9,IND,,14.4,61.6,13.4,0.2,1,13.8,0
2013,2013092211,3,Sun,41539,4:25 AM,SF,IND,7,27,,95,no,0,,1,3,0,16,19,1,,7,RB,0,31490,A.Bradshaw,,0,27,IND,,17.1,54,11.6,0.4,1.2,15,0
2014,2014090712,1,Sun,41889,8:30 AM,DEN,IND,31,24,,15,no,0,,0,5,0,70,3,0,,22,RB,0,31490,A.Bradshaw,,0,9,IND,,8.5,66.4,13.2,0.6,1.8,18.2,0
2014,2014091500,2,Mon,41897,8:30 AM,IND,PHI,27,30,,70,yes,0,,0,5,0,26,13,0,,9,RB,2,31490,A.Bradshaw,,0,29,IND,,21.6,61.6,12,0.6,2.6,30.6,0
2014,2014092104,3,Sun,41903,1:00 AM,JAC,IND,17,44,,65,no,0,,0,2,0,18,9,0,,12,RB,1,31490,A.Bradshaw,,0,28,IND,,14.3,54.2,11.4,0.4,3.4,27.6,0.4
2014,2014092803,4,Sun,41910,1:00 AM,IND,TEN,41,17,,32,yes,0,,0,2,0,20,9,0,,15,RB,1,31490,A.Bradshaw,,0,6,IND,,11.2,62,11.8,0.4,3.6,29.8,0.6
2014,2014100503,5,Sun,41917,1:00 AM,IND,BAL,20,13,1,68,yes,0,1,0,4,0,17,15,0,0,11,RB,0,31490,A.Bradshaw,0,0,20,IND,,6.5,55.4,10.6,0.2,3.4,30,0.8
2014,2014100900,6,Thu,41921,8:25 AM,HOU,IND,28,33,,34,no,0,,0,3,0,25,11,0,,17,RB,1,31490,A.Bradshaw,,0,13,IND,,11.9,50,9.8,0,3.6,30.2,0.8
2014,2014101905,7,Sun,41931,1:00 AM,IND,CIN,27,0,1,52,yes,0,1,1,3,0,36,10,1,0,18,RB,1,31490,A.Bradshaw,0,0,15,IND,,18.8,53.8,11.4,0,3.2,21.2,1
2014,2014102611,8,Sun,41938,4:25 AM,PIT,IND,51,34,0,35,no,0,0,1,7,0,52,6,12,0,12,RB,0,31490,A.Bradshaw,1,0,12,IND,,14.7,50.2,10.8,0.2,2.8,23.2,0.8
2014,2014110300,9,Mon,41946,8:30 AM,NYG,IND,24,40,0,50,no,0,0,0,3,0,29,7,0,12,22,RB,0,31490,A.Bradshaw,1,0,17,IND,,7.9,44.2,10.2,0.4,3.8,30,0.6
2014,2014111611,11,Sun,41959,8:30 AM,IND,NE,20,42,1,4,yes,0,0,0,4,0,7,7,0,0,4,RB,0,31490,A.Bradshaw,1,0,5,IND,,-0.9,47.8,9.8,0.4,4,31.8,0.4
2010,2010101001,5,Sun,40461,1:00 AM,BAL,DEN,31,17,,-1,no,0,,0,,,,2,0,,,RB,,31761,A.Brown,,0,0,DEN,,-0.1,6.5,1.5,0,1,5,0
2010,2010112105,11,Sun,40503,1:00 AM,DAL,DET,35,19,,9,no,0,,0,2,0,6,1,0,,4,RB,0,31330,A.Brown,,0,9,DET,,1.5,-0.5,1,0,0,0,0
2010,2010112500,12,Thu,40507,12:30 PM,DET,NE,24,45,,36,yes,0,,0,4,0,29,13,0,,10,RB,0,31330,A.Brown,,0,7,DET,,6.5,4.5,0.5,0,1,3,0
2012,2012090500,1,Wed,41157,8:30 AM,NYG,DAL,17,24,,,yes,,,,,,,,,,,RB,,31761,A.Brown,,,,NYG,,0,18,6.5,0,2,14.5,0
2012,2012091600,2,Sun,41168,1:00 AM,NYG,TB,41,34,0,71,yes,1,0,1,2,0,19,13,2,1,11,RB,0,31761,A.Brown,1,1,23,NYG,,15,11.4,3.8,0,1.6,9,0
2012,2012092000,3,Thu,41172,8:20 AM,CAR,NYG,7,36,,113,no,0,,2,3,0,17,20,1,,14,RB,0,31761,A.Brown,,0,31,NYG,,25,23,5.8,0.2,1.6,10.8,0
2012,2012093012,4,Sun,41182,8:20 AM,PHI,NYG,19,17,,14,no,0,,0,1,0,4,5,0,,4,RB,0,31761,A.Brown,,0,4,NYG,,1.8,45.8,9.4,0.6,2.2,14.2,0
2012,2012100703,5,Sun,41189,1:00 AM,NYG,CLE,41,27,,,yes,,,,,,,,,,,RB,,31761,A.Brown,,,,NYG,,0,46.8,10.2,0.6,2,13.8,0
2012,2012102100,7,Sun,41203,1:00 AM,NYG,WAS,27,23,,17,yes,0,,1,1,0,17,5,1,,17,RB,0,31761,A.Brown,,0,6,NYG,,9.4,39.6,7.6,0.6,1.2,8,0
2012,2012102810,8,Sun,41210,4:25 AM,DAL,NYG,24,29,,21,no,0,,1,,,,3,1,,,RB,,31761,A.Brown,,0,14,NYG,,8.1,43,8.6,0.8,1.4,11.4,0
2012,2012110410,9,Sun,41217,4:25 AM,NYG,PIT,20,24,,20,yes,0,,1,,,,7,1,,,RB,,31761,A.Brown,,0,8,NYG,,8,33,6.6,0.8,1,7.6,0
2012,2012111105,10,Sun,41224,1:00 AM,CIN,NYG,31,13,,65,no,0,,1,5,0,29,7,2,,7,RB,0,31761,A.Brown,,0,29,NYG,,15.4,14.4,4,0.6,0.4,4.2,0
2012,2012112511,12,Sun,41238,8:20 AM,NYG,GB,38,10,,64,yes,0,,1,,,,13,2,,,RB,,31761,A.Brown,,0,16,NYG,,12.4,24.6,4.4,0.8,1.2,9.2,0
2013,2013111005,10,Sun,41588,1:00 AM,NYG,OAK,24,20,,115,yes,0,,1,1,0,4,30,1,,4,RB,0,31761,A.Brown,,0,17,NYG,,17.9,37.4,7,1,1.2,9.2,0
2013,2013111712,11,Sun,41595,4:25 AM,NYG,GB,27,13,,66,yes,0,,0,3,0,27,18,0,,12,RB,0,31761,A.Brown,,0,12,NYG,,9.3,57,12,1,1.2,6.6,0
2013,2013112410,12,Sun,41602,4:25 AM,NYG,DAL,21,24,,127,yes,1,,0,4,0,11,21,0,,11,RB,0,31761,A.Brown,,1,16,NYG,,13.8,66,15,0.8,1.8,12,0
2013,2013120111,13,Sun,41609,8:30 AM,WAS,NYG,17,24,,35,no,0,,2,3,0,23,14,23,,9,RB,0,31761,A.Brown,,0,23,NYG,,17.8,87.4,17.8,0.6,2.6,14.2,0
2013,2013120811,14,Sun,41616,4:25 AM,SD,NYG,37,14,1,81,no,0,1,0,3,0,15,16,0,0,7,RB,0,31761,A.Brown,0,0,19,NYG,,7.6,81.4,19.2,0.8,2.2,13,0
2013,2013121506,15,Sun,41623,1:00 AM,NYG,SEA,0,23,,17,yes,0,,0,4,0,9,11,0,,5,RB,0,31761,A.Brown,,0,7,NYG,,2.6,84.8,19.8,0.6,2.8,16,0
2013,2013122210,16,Sun,41630,4:05 AM,DET,NYG,20,23,1,40,no,0,1,0,2,0,14,16,0,0,14,RB,0,31761,A.Brown,1,0,11,NYG,,3.4,65.2,16,0.4,3.4,17,0
2013,2013122909,17,Sun,41637,1:00 AM,NYG,WAS,20,6,1,11,yes,0,1,0,,,,13,0,0,,RB,,31761,A.Brown,0,0,8,NYG,,-0.9,60,15.6,0.4,3.2,14.4,0
2010,2010100305,4,Sun,40454,1:00 AM,ATL,SF,16,14,,3,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,3,SF,,0.3,1,0.5,0.5,0,0,0
2010,2010101710,6,Sun,40468,4:05 AM,SF,OAK,17,9,,9,yes,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,9,SF,,0.9,1.5,0.5,0,0,0,0
2010,2010102406,7,Sun,40475,1:00 AM,CAR,SF,23,20,,-6,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,-6,SF,,-0.6,4.5,0.5,0,0,0,0
2010,2010103100,8,Sun,40482,1:00 AM,SF,DEN,24,16,,11,yes,0,,0,,,,5,0,,,RB,,32044,A.Dixon,,0,4,SF,,1.1,-3,0.5,0,0,0,0
2010,2010111410,10,Sun,40496,4:15 AM,SF,STL,23,20,,-1,yes,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,-1,SF,,-0.1,3.8,1.8,0.2,0,0,0
2010,2010112900,12,Mon,40511,8:30 AM,ARI,SF,6,27,0,54,no,0,0,1,1,0,-5,14,1,0,-5,RB,0,32044,A.Dixon,1,0,9,SF,,10.9,3.2,1.8,0,0,0,0
2010,2010120506,13,Sun,40517,1:00 AM,GB,SF,34,16,,33,no,0,,0,1,0,4,9,0,,4,RB,0,32044,A.Dixon,,0,17,SF,,3.7,13.4,4.4,0.2,0.2,-1,0
2010,2010121209,14,Sun,40524,4:05 AM,SF,SEA,40,21,,60,yes,0,,0,1,0,8,14,0,,8,RB,0,32044,A.Dixon,,0,34,SF,,6.8,18.2,6,0.2,0.4,-0.2,0
2010,2010121600,15,Thu,40528,8:20 AM,SD,SF,34,7,,33,no,0,,0,1,0,2,6,0,,2,RB,0,32044,A.Dixon,,0,17,SF,,3.5,31.4,8.6,0.2,0.6,1.4,0
2010,2010122606,16,Sun,40538,1:00 AM,STL,SF,25,17,,17,no,0,,0,,,,6,0,,,RB,,32044,A.Dixon,,0,5,SF,,1.7,35.8,8.8,0.2,0.8,1.8,0
2010,2011010214,17,Sun,40180,4:15 AM,SF,ARI,38,7,,22,yes,0,,0,1,0,2,11,0,,2,RB,0,32044,A.Dixon,,0,8,SF,,2.4,39.4,9.8,0.2,0.8,1.8,0
2011,2011091810,2,Sun,40804,4:05 AM,SF,DAL,24,27,,6,yes,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,6,SF,,0.6,33,9.2,0,0.8,3.2,0
2011,2011100908,5,Sun,40825,4:05 AM,SF,TB,48,3,,4,yes,0,,1,,,,2,1,,,RB,,32044,A.Dixon,,0,3,SF,,6.4,27.6,7.6,0,0.6,2.4,0
2011,2011101604,6,Sun,40832,1:00 AM,DET,SF,19,25,,0,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,0,SF,,0,16.4,5.2,0.2,0.4,0.8,0
2011,2011111312,10,Sun,40860,4:15 AM,SF,NYG,27,20,,10,yes,0,,0,,,,2,0,,,RB,,32044,A.Dixon,,0,8,SF,,1,9.8,4.2,0.2,0.2,0.4,0
2011,2011112008,11,Sun,40867,4:05 AM,SF,ARI,23,7,,32,yes,0,,0,,,,7,0,,,RB,,32044,A.Dixon,,0,9,SF,,3.2,8.4,3.4,0.2,0.2,0.4,0
2011,2011120412,13,Sun,40881,4:15 AM,SF,STL,26,0,,2,yes,0,,0,,,,3,0,,,RB,,32044,A.Dixon,,0,3,SF,,0.2,10.4,2.6,0.2,0,0,0
2011,2011121900,15,Mon,40896,8:30 AM,SF,PIT,20,3,,12,yes,0,,0,,,,5,0,,,RB,,32044,A.Dixon,,0,4,SF,,1.2,9.6,3,0.2,0,0,0
2011,2012010112,17,Sun,40544,1:00 AM,STL,SF,27,34,,21,no,0,,1,1,0,6,8,1,,6,RB,0,32044,A.Dixon,,0,5,SF,,8.7,11.2,3.6,0,0,0,0
2012,2012093006,4,Sun,41182,1:00 AM,NYJ,SF,0,34,0,16,no,0,0,0,,,,4,0,0,,RB,,32044,A.Dixon,1,0,7,SF,,1.6,15.4,5,0.2,0.2,1.2,0
2012,2012100710,5,Sun,41189,4:25 AM,SF,BUF,45,3,,21,yes,0,,1,,,,4,3,,,RB,,32044,A.Dixon,,0,9,SF,,8.1,16.6,5.4,0.2,0.2,1.2,0
2012,2012111900,11,Mon,41232,8:30 AM,SF,CHI,32,7,,6,yes,0,,0,,,,3,0,,,RB,,32044,A.Dixon,,0,4,SF,,0.6,14.4,4.8,0.4,0.2,1.2,0
2012,2012112509,12,Sun,41238,4:25 AM,NO,SF,21,31,,5,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,5,SF,,0.5,15.2,4.8,0.4,0.2,1.2,0
2012,2012120910,14,Sun,41252,4:05 AM,SF,MIA,27,13,,9,yes,0,,1,,,,2,1,,,RB,,32044,A.Dixon,,0,8,SF,,6.9,13.8,4,0.4,0.2,1.2,0
2012,2012121613,15,Sun,41259,8:20 AM,NE,SF,34,41,,7,no,0,,0,,,,2,0,,,RB,,32044,A.Dixon,,0,5,SF,,0.7,11.4,2.8,0.4,0,0,0
2012,2012122313,16,Sun,41266,8:20 AM,SEA,SF,42,13,,8,no,0,,0,,,,2,0,,,RB,,32044,A.Dixon,,0,6,SF,,0.8,9.6,2.4,0.4,0,0,0
2012,2012123014,17,Sun,41273,4:25 AM,SF,ARI,27,13,,6,yes,0,,0,,,,3,0,,,RB,,32044,A.Dixon,,0,4,SF,,0.6,7,2,0.2,0,0,0
2013,2013090811,1,Sun,41525,4:25 AM,SF,GB,34,28,,,yes,,,,,,,,,,,RB,,32044,A.Dixon,,,,SF,,0,7,2,0.2,0,0,0
2013,2013091513,2,Sun,41532,8:30 AM,SEA,SF,29,3,,4,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,4,SF,,0.4,6,1.8,0.2,0,0,0
2013,2013092211,3,Sun,41539,4:25 AM,SF,IND,7,27,,-1,yes,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,-1,SF,,-0.1,5,1.6,0,0,0,0
2013,2013092600,4,Thu,41543,8:25 AM,STL,SF,11,35,,6,no,0,,1,,,,3,1,,,RB,,32044,A.Dixon,,0,3,SF,,6.6,3.4,1.4,0,0,0,0
2013,2013100611,5,Sun,41553,8:30 AM,SF,HOU,34,3,,12,yes,0,,1,,,,5,2,,,RB,,32044,A.Dixon,,0,6,SF,,7.2,3,1.6,0.2,0,0,0
2013,2013101311,6,Sun,41560,4:25 AM,SF,ARI,32,20,,4,yes,0,,0,1,0,3,3,0,,3,RB,0,32044,A.Dixon,,0,2,SF,,0.7,4.2,2,0.4,0,0,0
2013,2013102010,7,Sun,41567,4:05 AM,TEN,SF,17,31,,8,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,8,SF,,0.8,5,2.6,0.4,0.2,0.6,0
2013,2013102701,8,Sun,41574,1:00 AM,JAC,SF,10,42,,2,no,0,,0,,,,1,0,,,RB,,32044,A.Dixon,,0,2,SF,,0.2,5.8,2.6,0.4,0.2,0.6,0
2013,2013111008,10,Sun,41588,4:05 AM,SF,CAR,9,10,,,yes,,,,,,,,,,,RB,,32044,A.Dixon,,,,SF,,0,6.4,2.6,0.4,0.2,0.6,0
2013,2013112500,12,Mon,41603,8:40 AM,WAS,SF,6,27,,13,no,0,,0,,,,3,0,,,RB,,32044,A.Dixon,,0,9,SF,,1.3,5.2,2,0.2,0.2,0.6,0
2013,2013120108,13,Sun,41609,4:05 AM,SF,STL,23,13,,13,yes,0,,0,,,,8,0,,,RB,,32044,A.Dixon,,0,5,SF,,1.3,5.4,1.6,0,0.2,0.6,0
2013,2013121508,15,Sun,41623,1:00 AM,TB,SF,14,33,,,no,,,,,,,,,,,RB,,32044,A.Dixon,,,,SF,,0,7.2,2.6,0,0,0,0
2013,2013122912,17,Sun,41637,4:25 AM,ARI,SF,20,23,,-5,no,0,,0,2,0,27,2,0,,19,RB,0,32044,A.Dixon,,0,0,SF,,2.2,5.6,2.4,0,0,0,0
2014,2014090702,1,Sun,41889,1:00 AM,CHI,BUF,20,23,,60,no,0,,0,,,,5,0,,,RB,,32044,A.Dixon,,0,47,BUF,,6,4.2,2.6,0,0.4,5.4,0
2014,2014091400,2,Sun,41896,1:00 AM,BUF,MIA,29,10,,3,yes,0,,0,,,,2,0,,,RB,,32044,A.Dixon,,0,4,BUF,,0.3,16.2,3.6,0,0.4,5.4,0
2014,2014092100,3,Sun,41903,1:00 AM,BUF,SD,10,22,,,yes,,,,,,,,,,,RB,,32044,A.Dixon,,,,BUF,,0,14.2,3.4,0,0.4,5.4,0
2014,2014101201,6,Sun,41924,1:00 AM,BUF,NE,22,37,,23,yes,0,,0,,,,7,0,,,RB,,32044,A.Dixon,,0,6,BUF,,2.3,11.6,1.8,0,0.4,5.4,0
2014,2014101901,7,Sun,41931,1:00 AM,BUF,MIN,17,16,,51,yes,0,,0,3,0,15,13,0,,10,RB,0,32044,A.Dixon,,0,12,BUF,,6.6,16.2,3.2,0,0.4,5.4,0
2014,2014102606,8,Sun,41938,1:00 AM,NYJ,BUF,23,43,,44,no,0,,0,,,,22,0,,,RB,,32044,A.Dixon,,0,5,BUF,,4.4,27.4,5.4,0,0.6,3,0
2014,2014110901,10,Sun,41952,1:00 AM,BUF,KC,13,17,,62,yes,0,,0,,,,9,0,,,RB,,32044,A.Dixon,,0,27,BUF,,6.2,24.2,8.8,0,0.6,3,0
2014,2014111300,11,Thu,41956,8:25 AM,MIA,BUF,22,9,,35,no,0,,0,2,0,13,10,0,,8,RB,0,32044,A.Dixon,,0,7,BUF,,4.8,36,10.2,0,0.6,3,0
2014,2014112301,12,Mon,41966,7:00 AM,BUF,NYJ,38,3,,54,yes,0,,1,1,0,8,12,30,,8,RB,0,32044,A.Dixon,,0,30,BUF,,12.2,43,12.2,0,1,5.6,0
2014,2014113001,13,Sun,41973,1:00 AM,BUF,CLE,26,10,,25,yes,0,,0,,,,6,0,,,RB,,32044,A.Dixon,,0,8,BUF,,2.5,49.2,13.2,0.2,1.2,7.2,0
2014,2014120710,14,Sun,41980,4:05 AM,DEN,BUF,24,17,,15,no,0,,0,,,,3,0,,,RB,,32044,A.Dixon,,0,11,BUF,,1.5,44,11.8,0.2,0.6,4.2,0
2014,2014121402,15,Sun,41987,1:00 AM,BUF,GB,21,13,1,26,yes,0,0,0,1,0,5,6,0,0,5,RB,0,32044,A.Dixon,1,0,8,BUF,,1.1,38.2,8,0.2,0.6,4.2,0
2014,2014122110,16,Sun,41994,4:25 AM,OAK,BUF,26,24,,7,no,0,,0,,,,3,0,,,RB,,32044,A.Dixon,,0,4,BUF,,0.7,31,7.4,0.2,0.8,5.2,0
2014,2014122807,17,Sun,42001,1:00 AM,NE,BUF,9,17,,27,no,0,,1,1,0,8,7,1,,8,RB,0,32044,A.Dixon,,0,7,BUF,,9.5,25.4,6,0.2,0.4,2.6,0
2010,2010121207,14,Sun,40524,1:00 AM,CAR,ATL,10,31,,,yes,,,,,,,,,,,RB,,32210,A.Edwards,,,,CAR,0,0,3.5,0.5,0,0,0,0
