year,ge_eid,ge_week,ge_wday,ge_date,ge_time,home_te,away_te,score_home,score_away,fumbles_tot,rushing_yds,home,rushing_twopta,fumbles_lost,rushing_tds,receiving_rec,receiving_twopta,receiving_yds,rushing_att,rushing_lngtd,fumbles_yds,receiving_lng,pos,receiving_tds,bdate,ne,fumbles_trcv,rushing_twoptm,rushing_lng,te,passing_tds,points,5wavyds,5Wavatt,5Wavtd,5wanrec,5wavrecyds,5wkavrectd
2012,2012121700,15,Mon,41260,8:30 AM,TEN,NYJ,14,10,,122,yes,0,,1,,,,21,94,,,RB,,31313,C.Johnson,,0,94,TEN,,18.2,88.4,18.4,0.4,2.8,15.2,0
2012,2012122300,16,Sun,41266,1:00 AM,GB,TEN,55,7,,28,no,0,,0,2,0,13,11,0,,8,RB,0,31313,C.Johnson,,0,8,TEN,,4.1,84.6,19.4,0.4,2,14.4,0
2012,2012123005,17,Sun,41273,1:00 AM,TEN,JAC,38,20,,56,yes,0,,1,1,0,9,21,2,,9,RB,0,31313,C.Johnson,,0,19,TEN,,12.5,65,17,0.2,2.2,15.4,0
2013,2013090809,1,Sun,41525,1:00 AM,PIT,TEN,9,16,,70,no,0,,0,,,,25,0,,,RB,,31313,C.Johnson,,0,11,TEN,,7,60.2,17,0.4,2,11.4,0
2013,2013091505,2,Sun,41532,1:00 AM,HOU,TEN,30,24,,96,no,0,,0,1,0,1,25,0,,1,RB,0,31313,C.Johnson,,0,16,TEN,,9.7,64,19.4,0.4,1.2,7.4,0
2013,2013092208,3,Sun,41539,1:00 AM,TEN,SD,20,17,,90,yes,0,,0,1,0,1,19,0,,1,RB,0,31313,C.Johnson,,0,23,TEN,,9.1,74.4,20.6,0.4,0.8,4.6,0
2013,2013092908,4,Sun,41546,4:05 AM,TEN,NYJ,38,13,,21,yes,0,,0,2,0,10,15,0,,8,RB,0,31313,C.Johnson,,0,8,TEN,,3.1,68,20.2,0.2,1,4.8,0
2013,2013100607,5,Sun,41553,1:00 AM,TEN,KC,17,26,,17,yes,0,,0,4,0,63,10,0,,49,RB,1,31313,C.Johnson,,0,6,TEN,,14,66.6,21,0.2,1,4.2,0
2013,2013101309,6,Sun,41560,4:05 AM,SEA,TEN,20,13,0,33,no,0,0,0,3,0,21,12,0,0,14,RB,0,31313,C.Johnson,1,0,8,TEN,,5.4,58.8,18.8,0,1.6,15,0.2
2013,2013102010,7,Sun,41567,4:05 AM,TEN,SF,17,31,,39,yes,0,,0,4,0,71,9,0,,66,RB,1,31313,C.Johnson,,0,9,TEN,,17,51.4,16.2,0,2.2,19.2,0.2
2013,2013110304,9,Sun,41581,1:00 AM,STL,TEN,21,28,,150,no,0,,2,3,0,20,23,19,,10,RB,0,31313,C.Johnson,,0,24,TEN,,29,40,13,0,2.8,33.2,0.4
2013,2013111007,10,Sun,41588,1:00 AM,TEN,JAC,27,29,1,30,yes,0,1,0,5,0,43,12,0,0,18,RB,0,31313,C.Johnson,0,0,6,TEN,,5.3,52,13.8,0.4,3.2,37,0.4
2013,2013111400,11,Thu,41592,8:25 AM,TEN,IND,27,30,,86,yes,0,,2,1,0,-2,17,30,,-2,RB,0,31313,C.Johnson,,0,30,TEN,,20.4,53.8,13.2,0.4,3.8,43.6,0.4
2013,2013112409,12,Sun,41602,4:05 AM,OAK,TEN,19,23,,73,no,0,,0,3,0,8,20,0,,3,RB,0,31313,C.Johnson,,0,12,TEN,,8.1,67.6,14.6,0.8,3.2,30.6,0.2
2013,2013120102,13,Sun,41609,1:00 AM,IND,TEN,22,14,,69,no,0,,0,6,0,32,18,0,,11,RB,1,31313,C.Johnson,,0,9,TEN,,16.1,75.6,16.2,0.8,3.2,28,0.2
2013,2013120809,14,Sun,41616,4:05 AM,DEN,TEN,51,28,1,46,no,0,1,1,2,0,9,12,3,0,23,RB,0,31313,C.Johnson,0,0,18,TEN,,9.5,81.6,18,0.8,3.6,20.2,0.2
2013,2013121509,15,Sun,41623,4:25 AM,TEN,ARI,34,37,,40,yes,0,,0,3,0,51,13,0,,25,RB,1,31313,C.Johnson,,0,15,TEN,,15.1,60.8,15.8,0.6,3.4,18,0.2
2013,2013122204,16,Sun,41630,1:00 AM,JAC,TEN,16,20,,90,no,0,,0,1,0,3,22,0,,3,RB,0,31313,C.Johnson,,0,12,TEN,,9.3,62.8,16,0.6,3,19.6,0.4
2013,2013122911,17,Sun,41637,1:00 AM,TEN,HOU,16,10,1,127,yes,0,0,1,3,0,14,27,11,0,11,RB,0,31313,C.Johnson,1,0,23,TEN,,18.1,63.6,17,0.2,3,20.6,0.4
2014,2014090706,1,Sun,41889,1:00 AM,NYJ,OAK,19,14,,68,yes,0,,0,5,0,23,13,0,,12,RB,1,31313,C.Johnson,,0,11,NYJ,,15.1,74.4,18.4,0.4,3,21.8,0.4
2014,2014091411,2,Sun,41896,4:25 AM,GB,NYJ,31,24,,21,no,0,,0,1,0,0,12,0,,0,RB,0,31313,C.Johnson,,0,8,NYJ,,2.1,74.2,17.4,0.4,2.8,20,0.4
2014,2014092200,3,Mon,41904,8:30 AM,NYJ,CHI,19,27,,34,yes,0,,0,,,,10,0,,,RB,,31313,C.Johnson,,0,6,NYJ,,3.4,69.2,17.4,0.2,2.6,18.2,0.4
2014,2014092805,4,Sun,41910,1:00 AM,NYJ,DET,17,24,,44,yes,0,,1,2,0,17,6,35,,10,RB,0,31313,C.Johnson,,0,35,NYJ,,12.1,68,16.8,0.2,2,8,0.2
2014,2014100510,5,Sun,41917,4:25 AM,SD,NYJ,31,0,1,24,no,0,1,0,1,0,-2,7,0,0,-2,RB,0,31313,C.Johnson,0,0,7,NYJ,,0.2,58.8,13.6,0.4,2.2,10.8,0.2
2014,2014101206,6,Sun,41924,1:00 AM,NYJ,DEN,17,31,,9,yes,0,,0,1,0,2,3,0,,2,RB,0,31313,C.Johnson,,0,4,NYJ,,1.1,38.2,9.6,0.2,1.8,7.6,0.2
2014,2014101600,7,Thu,41928,8:25 AM,NE,NYJ,27,25,,61,no,0,,0,2,0,19,13,0,,11,RB,0,31313,C.Johnson,,0,15,NYJ,,8,26.4,7.6,0.2,1,3.4,0
2014,2014102606,8,Sun,41938,1:00 AM,NYJ,BUF,23,43,,7,yes,0,,0,2,0,13,3,0,,12,RB,0,31313,C.Johnson,,0,5,NYJ,,2,34.4,7.8,0.2,1.2,7.2,0
2014,2014110204,9,Sun,41945,1:00 AM,KC,NYJ,24,10,,69,no,0,,0,2,0,32,11,0,,26,RB,0,31313,C.Johnson,,0,21,NYJ,,10.1,29,6.4,0.2,1.6,9.8,0
2014,2014110905,10,Sun,41952,1:00 AM,NYJ,PIT,20,13,,23,yes,0,,0,1,0,12,7,0,,12,RB,0,31313,C.Johnson,,0,4,NYJ,,3.5,34,7.4,0,1.6,12.8,0
2014,2014112301,12,Mon,41966,7:00 AM,BUF,NYJ,38,3,,40,no,0,,0,3,0,22,7,0,,9,RB,0,31313,C.Johnson,,0,15,NYJ,,6.2,33.8,7.4,0,1.6,15.6,0
2014,2014120100,13,Mon,41974,8:30 AM,NYJ,MIA,13,16,,105,yes,0,,0,,,,17,0,,,RB,,31313,C.Johnson,,0,47,NYJ,,10.5,40,8.2,0,2,19.6,0
2014,2014120705,14,Sun,41980,1:00 AM,MIN,NYJ,30,24,,53,no,0,,0,2,0,13,16,0,,8,RB,0,31313,C.Johnson,,0,8,NYJ,,6.6,48.8,9,0,1.6,15.8,0
2014,2014121411,15,Sun,41987,4:05 AM,TEN,NYJ,11,16,,55,no,0,,0,,,,10,0,,,RB,,31313,C.Johnson,,0,37,NYJ,,5.5,58,11.6,0,1.6,15.8,0
2014,2014122105,16,Sun,41994,1:00 AM,NYJ,NE,16,17,,30,yes,0,,0,1,0,3,10,0,,3,RB,0,31313,C.Johnson,,0,16,NYJ,,3.3,55.2,11.4,0,1.2,9.4,0
2014,2014122805,17,Sun,42001,1:00 AM,MIA,NYJ,24,37,,20,no,0,,0,1,0,-3,10,0,,-3,RB,0,31313,C.Johnson,,0,7,NYJ,,1.7,56.6,12,0,1.2,7.6,0
2013,2013111000,10,Sun,41588,1:00 AM,ATL,SEA,10,33,,33,no,0,,0,,,,8,0,,,RB,,33186,C.Michael,,0,13,SEA,,3.3,18.5,4.5,0,0,0,0
2013,2013111711,11,Sun,41595,4:25 AM,SEA,MIN,41,20,,9,yes,0,,0,,,,1,0,,,RB,,33186,C.Michael,,0,9,SEA,,0.9,16.5,4,0,0,0,0
2014,2014101907,7,Sun,41931,1:00 AM,STL,SEA,28,26,,5,no,0,,0,,,,2,0,,,RB,,33186,C.Michael,,0,3,SEA,,0.5,4.5,0.5,0,0,0,0
2014,2014102601,8,Sun,41938,1:00 AM,CAR,SEA,9,13,,12,no,0,,0,,,,4,0,,,RB,,33186,C.Michael,,0,6,SEA,,1.2,2.5,1,0,0,0,0
2014,2014110209,9,Sun,41945,4:25 AM,SEA,OAK,30,24,,16,yes,0,,0,,,,4,0,,,RB,,33186,C.Michael,,0,8,SEA,,1.6,19.2,4.8,0,0,0,0
2014,2014110909,10,Sun,41952,4:25 AM,SEA,NYG,38,17,,71,yes,0,,0,,,,4,0,,,RB,,33186,C.Michael,,0,45,SEA,,7.1,15,3.8,0,0,0,0
2014,2014111604,11,Sun,41959,1:00 AM,KC,SEA,24,20,,-2,no,0,,0,,,,1,0,,,RB,,33186,C.Michael,,0,-2,SEA,,-0.2,22.6,3,0,0,0,0
2014,2014112702,13,Thu,41970,8:30 AM,SF,SEA,3,19,,10,no,0,,0,1,0,12,3,0,,12,RB,0,33186,C.Michael,,0,8,SEA,,2.2,20.4,3,0,0,0,0
2014,2014120712,14,Sun,41980,4:25 AM,PHI,SEA,14,24,,32,no,0,,0,,,,6,0,,,RB,,33186,C.Michael,,0,11,SEA,,3.2,21.4,3.2,0,0.2,2.4,0
2014,2014121412,15,Sun,41987,4:25 AM,SEA,SF,17,7,,1,yes,0,,0,,,,1,0,,,RB,,33186,C.Michael,,0,1,SEA,,0.1,25.4,3.6,0,0.2,2.4,0
2014,2014122111,16,Sun,41994,8:30 AM,ARI,SEA,6,35,1,28,no,0,0,0,,,,8,0,0,,RB,,33186,C.Michael,0,0,15,SEA,,0.8,22.4,3,0,0.2,2.4,0
2014,2014122815,17,Sun,42001,4:25 AM,SEA,STL,20,6,,2,yes,0,,0,,,,1,0,,,RB,,33186,C.Michael,,0,2,SEA,,0.2,13.8,3.8,0,0.2,2.4,0
2010,2010112807,12,Sun,40510,1:00 AM,CLE,CAR,24,23,,9,yes,0,,0,,,,1,0,,,RB,,32239,C.Mitchell,,0,9,CLE,,0.9,14.6,3.8,0,0.2,2.4,0
2012,2012123005,17,Sun,41273,1:00 AM,TEN,JAC,38,20,,19,yes,0,,0,,,,5,0,,,RB,,31505,C.Mooney,,0,8,TEN,,1.9,14.4,3.4,0,0,0,0
2011,2011100901,5,Sun,40825,1:00 AM,HOU,OAK,20,25,,2,yes,0,,0,,,,2,0,,,RB,,31552,C.Ogbonnaya,,0,2,HOU,,0.2,2,0.5,0,0,0,0
2011,2011102306,7,Sun,40839,1:00 AM,CLE,SEA,6,3,,15,yes,0,,0,5,0,43,3,0,,19,RB,0,31552,C.Ogbonnaya,,0,6,CLE,,5.8,1,1,0,0,0,0
2011,2011103009,8,Sun,40846,4:15 AM,SF,CLE,20,10,1,37,no,0,0,0,5,0,24,11,0,0,8,RB,0,31552,C.Ogbonnaya,0,0,7,CLE,,4.1,7.5,1.5,0,2.5,21.5,0
2011,2011110601,9,Sun,40853,1:00 AM,HOU,CLE,30,12,1,28,no,0,1,0,1,0,13,13,0,0,13,RB,0,31552,C.Ogbonnaya,0,0,10,CLE,,2.1,18.5,5.5,0,2.5,12,0
2011,2011111310,10,Sun,40860,1:00 AM,CLE,STL,12,13,,90,yes,0,,0,2,0,19,19,0,,17,RB,0,31552,C.Ogbonnaya,,0,32,CLE,,10.9,17.2,6,0,2.2,16,0
2011,2011112003,11,Sun,40867,1:00 AM,CLE,JAC,14,10,,115,yes,0,,1,2,0,19,21,1,,14,RB,0,31552,C.Ogbonnaya,,0,40,CLE,,19.4,34.4,9.6,0,2.6,19.8,0
2011,2011112701,12,Sun,40874,1:00 AM,CIN,CLE,23,20,,16,no,0,,0,1,0,4,3,0,,4,RB,0,31552,C.Ogbonnaya,,0,11,CLE,,2,57,13.4,0.2,3,23.6,0
2011,2011120404,13,Sun,40881,4:05 AM,CLE,BAL,10,24,,2,yes,0,,0,5,0,28,1,0,,14,RB,0,31552,C.Ogbonnaya,,0,2,CLE,,3,57.2,13.4,0.2,2.2,15.8,0
2011,2011120800,14,Thu,40885,8:20 AM,PIT,CLE,14,3,,31,no,0,,0,,,,2,0,,,RB,,31552,C.Ogbonnaya,,0,28,CLE,,3.1,50.2,11.4,0.2,2.2,16.6,0
2011,2011121810,15,Sun,40895,4:15 AM,ARI,CLE,20,17,,,no,,,,1,0,3,,,,3,RB,0,31552,C.Ogbonnaya,,,,CLE,,0.3,50.8,9.2,0.2,2,14,0
2011,2011122402,16,Sat,40901,1:00 AM,BAL,CLE,20,14,,,no,,,,1,0,12,,,,12,RB,0,31552,C.Ogbonnaya,,,,CLE,,1.2,32.8,5.4,0.2,1.8,10.8,0
2014,2014100500,5,Sun,41917,1:00 AM,CAR,CHI,31,24,,24,yes,0,,1,,,,8,1,,,RB,,31552,C.Ogbonnaya,,0,5,CAR,,8.4,9.8,1.2,0,1.6,9.4,0
2014,2014101904,7,Sun,41931,1:00 AM,GB,CAR,38,17,,12,no,0,,0,,,,4,0,,,RB,,31552,C.Ogbonnaya,,0,9,CAR,,1.2,11.4,2.2,0.2,1.4,8.6,0
2014,2014102601,8,Sun,41938,1:00 AM,CAR,SEA,9,13,,9,yes,0,,0,,,,1,0,,,RB,,31552,C.Ogbonnaya,,0,9,CAR,,0.9,13.4,2.8,0.2,0.4,3,0
2010,2011010202,17,Sun,40180,1:00 AM,BAL,CIN,13,7,,0,no,0,,0,1,0,11,1,0,,11,RB,0,31695,C.Peerman,,0,0,CIN,,1.1,0.5,0.5,0,0,0,0
2011,2011112701,12,Sun,40874,1:00 AM,CIN,CLE,23,20,,,yes,,,,,,,,,,,RB,,31695,C.Peerman,,,,CIN,,0,0,0.5,0,0.5,5.5,0
2011,2011121800,15,Sun,40895,1:00 AM,STL,CIN,13,20,,8,no,0,,0,,,,2,0,,,RB,,31695,C.Peerman,,0,11,CIN,,0.8,0,0,0,0,0,0
2011,2011122408,16,Sat,40901,1:00 AM,CIN,ARI,23,16,,7,yes,0,,0,,,,1,0,,,RB,,31695,C.Peerman,,0,7,CIN,,0.7,4,1,0,0,0,0
2012,2012091000,1,Mon,41162,7:00 AM,BAL,CIN,44,13,,22,no,0,,0,,,,3,0,,,RB,,31695,C.Peerman,,0,13,CIN,,2.2,3.2,1,0,0.2,2.2,0
2012,2012091606,2,Sun,41168,1:00 AM,CIN,CLE,34,27,,1,yes,0,,0,,,,1,0,,,RB,,31695,C.Peerman,,0,1,CIN,,0.1,7.4,1.4,0,0.2,2.2,0
2012,2012093009,4,Sun,41182,4:05 AM,JAC,CIN,10,27,,48,no,0,,0,,,,1,0,,,RB,,31695,C.Peerman,,0,48,CIN,,4.8,7.6,1.4,0,0,0,0
2012,2012101403,6,Sun,41196,1:00 AM,CLE,CIN,34,24,,7,no,0,,0,8,0,76,1,0,,16,RB,0,31695,C.Peerman,,0,7,CIN,,8.3,17.2,1.6,0,0,0,0
2012,2012102110,7,Sun,41203,8:20 AM,CIN,PIT,17,24,,5,yes,0,,1,,,,1,5,,,RB,,31695,C.Peerman,,0,5,CIN,,6.5,17,1.4,0,1.6,15.2,0
2012,2012111105,10,Sun,41224,1:00 AM,CIN,NYG,31,13,0,21,yes,0,0,0,1,0,9,6,0,0,9,RB,0,31695,C.Peerman,1,0,9,CIN,,3,16.6,1.4,0.2,1.6,15.2,0
2012,2012111808,11,Sun,41231,1:00 AM,KC,CIN,6,28,,75,no,0,,0,,,,8,0,,,RB,,31695,C.Peerman,,0,32,CIN,,7.5,16.4,2,0.2,1.8,17,0
2012,2012112500,12,Sun,41238,1:00 AM,CIN,OAK,34,10,,61,yes,0,,0,,,,8,0,,,RB,,31695,C.Peerman,,0,31,CIN,,6.1,31.2,3.4,0.2,1.8,17,0
2012,2012120212,13,Sun,41245,4:25 AM,SD,CIN,13,20,,4,no,0,,0,,,,2,0,,,RB,,31695,C.Peerman,,0,2,CIN,,0.4,33.8,4.8,0.2,1.8,17,0
2012,2012123002,17,Sun,41273,1:00 AM,CIN,BAL,23,17,,14,yes,0,,0,,,,5,0,,,RB,,31695,C.Peerman,,0,7,CIN,,1.4,33.2,5,0.2,0.2,1.8,0
2013,2013092201,3,Sun,41539,1:00 AM,CIN,GB,34,30,0,,yes,,0,,,,,,,0,,RB,,31695,C.Peerman,1,,,CIN,,0,35,5.8,0,0.2,1.8,0
2013,2013102002,7,Sun,41567,1:00 AM,DET,CIN,24,27,,,no,,,,,,,,,,,RB,,31695,C.Peerman,,,,CIN,,0,30.8,4.6,0,0,0,0
2013,2013102707,8,Sun,41574,4:05 AM,CIN,NYJ,49,9,,11,yes,0,,0,,,,6,0,,,RB,,31695,C.Peerman,,0,5,CIN,,1.1,15.8,3,0,0,0,0
2013,2013103100,9,Thu,41578,8:25 AM,MIA,CIN,22,20,,,no,,,,,,,,,,,RB,,31695,C.Peerman,,,,CIN,,0,5.8,2.6,0,0,0,0
2013,2013121513,15,Sun,41623,8:30 AM,PIT,CIN,30,20,,,no,,,,,,,,,,,RB,,31695,C.Peerman,,,,CIN,,0,5,2.2,0,0,0,0
2013,2013122202,16,Sun,41630,1:00 AM,CIN,MIN,42,14,,6,yes,0,,0,,,,2,0,,,RB,,31695,C.Peerman,,0,4,CIN,,0.6,2.2,1.2,0,0,0,0
2013,2013122902,17,Sun,41637,1:00 AM,CIN,BAL,34,17,,,yes,,,,,,,,,,,RB,,31695,C.Peerman,,,,CIN,,0,3.4,1.6,0,0,0,0
2014,2014092101,3,Sun,41903,1:00 AM,CIN,TEN,33,7,,15,yes,0,,0,,,,5,0,,,RB,,31695,C.Peerman,,0,4,CIN,,1.5,3.4,1.6,0,0,0,0
2014,2014101905,7,Sun,41931,1:00 AM,IND,CIN,27,0,,,no,,,,1,0,5,,,,5,RB,0,31695,C.Peerman,,,,CIN,,0.5,4.2,1.4,0,0,0,0
2014,2014110200,9,Sun,41945,1:00 AM,CIN,JAC,33,23,,9,yes,0,,0,2,0,22,5,0,,17,RB,0,31695,C.Peerman,,0,4,CIN,,3.1,4.2,1.4,0,0.2,1,0
2014,2014110600,10,Thu,41949,8:25 AM,CIN,CLE,3,24,,-2,yes,0,,0,,,,2,0,,,RB,,31695,C.Peerman,,0,1,CIN,,-0.2,6,2.4,0,0.6,5.4,0
2014,2014111605,11,Sun,41959,1:00 AM,NO,CIN,10,27,,21,no,0,,0,,,,2,0,,,RB,,31695,C.Peerman,,0,21,CIN,,2.1,4.4,2.4,0,0.6,5.4,0
2014,2014120700,14,Sun,41980,1:00 AM,CIN,PIT,21,42,1,0,yes,0,0,0,,,,1,0,0,,RB,,31695,C.Peerman,0,0,0,CIN,,-2,8.6,2.8,0,0.6,5.4,0
2013,2013100605,5,Sun,41553,1:00 AM,NYG,PHI,21,36,,3,no,0,,0,,,,2,0,,,RB,,32858,C.Polk,,0,3,PHI,,0.3,16.5,1.5,0.5,1,9.5,0
2013,2013120805,14,Sun,41616,1:00 AM,PHI,DET,34,20,,50,yes,1,,1,,,,4,38,,,RB,,32858,C.Polk,,0,38,PHI,,11,1.5,1,0,0,0,0
2013,2013122207,16,Sun,41630,8:30 AM,PHI,CHI,54,11,,12,yes,0,,1,1,0,8,2,10,,8,RB,0,32858,C.Polk,,0,10,PHI,,8,25,2,0.5,0,0,0
2013,2013122903,17,Sun,41637,8:30 AM,DAL,PHI,22,24,,,no,,,,1,0,34,,,,34,RB,0,32858,C.Polk,,,,PHI,,3.4,6,1,0.5,0.5,4,0
2014,2014092108,3,Sun,41903,1:00 AM,PHI,WAS,37,34,,,yes,,,,,,,,,,,RB,,32858,C.Polk,,,,PHI,,0,19.6,2.2,0.6,0.8,12.2,0
2014,2014092809,4,Sun,41910,4:25 AM,SF,PHI,26,21,,,no,,,,,,,,,,,RB,,32858,C.Polk,,,,PHI,,0,13,1.6,0.4,0.4,8.4,0
2014,2014102609,8,Sun,41938,4:05 AM,ARI,PHI,24,20,,13,no,0,,0,1,0,1,3,0,,1,RB,0,32858,C.Polk,,0,6,PHI,,1.4,12.4,1.2,0.4,0.4,8.4,0
2014,2014110203,9,Sun,41945,1:00 AM,HOU,PHI,21,31,,50,no,0,,1,,,,8,8,,,RB,,32858,C.Polk,,0,22,PHI,,11,5,1,0.2,0.6,8.6,0
2014,2014111000,10,Mon,41953,8:30 AM,PHI,CAR,45,21,,11,yes,0,,0,,,,5,0,,,RB,,32858,C.Polk,,0,6,PHI,,1.1,12.6,2.2,0.2,0.4,7,0
2014,2014111603,11,Sun,41959,4:25 AM,GB,PHI,53,20,1,0,no,0,0,0,,,,3,0,0,,RB,,32858,C.Polk,0,0,3,PHI,,-2,14.8,3.2,0.2,0.2,0.2,0
2014,2014112307,12,Sun,41966,1:00 AM,PHI,TEN,43,24,,5,yes,0,,0,1,0,15,7,0,,15,RB,0,32858,C.Polk,,0,4,PHI,,2,14.8,3.8,0.2,0.2,0.2,0
2014,2014112701,13,Thu,41970,4:30 AM,DAL,PHI,10,33,,49,no,0,,0,,,,11,0,,,RB,,32858,C.Polk,,0,12,PHI,,4.9,15.8,5.2,0.2,0.4,3.2,0
2014,2014121413,15,Sun,41987,8:30 AM,PHI,DAL,27,38,,6,yes,0,,2,,,,2,5,,,RB,,32858,C.Polk,,0,5,PHI,,12.6,23,6.8,0.2,0.2,3,0
2014,2014122808,17,Sun,42001,1:00 AM,NYG,PHI,26,34,,38,no,0,,1,,,,7,1,,,RB,,32858,C.Polk,,0,17,PHI,,9.8,14.2,5.6,0.4,0.2,3,0
2012,2012091610,2,Sun,41168,4:25 AM,PIT,NYJ,27,10,,3,yes,0,,0,1,0,5,2,0,,5,RB,0,32204,C.Rainey,,0,4,PIT,,0.8,2.5,1,0,0.5,-0.5,0
2012,2012092312,3,Sun,41175,4:25 AM,OAK,PIT,34,31,,7,no,0,,0,2,0,23,2,0,,14,RB,0,32204,C.Rainey,,0,5,PIT,,3,1.5,1,0,0.5,2.5,0
2012,2012100701,5,Sun,41189,1:00 AM,PIT,PHI,16,14,,0,yes,0,,0,1,0,6,1,0,,6,RB,0,32204,C.Rainey,,0,0,PIT,,0.6,3.5,1,0,1,11.5,0
2012,2012101100,6,Thu,41193,8:20 AM,TEN,PIT,26,23,,,no,,,,1,0,12,,,,12,RB,0,32204,C.Rainey,,,,PIT,,1.2,0,0.5,0,0.5,3,0
2012,2012102110,7,Sun,41203,8:20 AM,CIN,PIT,17,24,,17,no,0,,1,1,0,8,4,11,,8,RB,0,32204,C.Rainey,,0,11,PIT,,8.5,3,1.4,0,1.2,9,0
2012,2012102808,8,Sun,41210,1:00 AM,PIT,WAS,27,12,,26,yes,0,,0,1,0,-5,4,0,,-5,RB,0,32204,C.Rainey,,0,19,PIT,,2.1,5.4,1.8,0.2,1.2,10.8,0
2012,2012110410,9,Sun,41217,4:25 AM,NYG,PIT,20,24,1,4,no,0,0,0,2,0,-3,1,0,0,2,RB,0,32204,C.Rainey,0,0,4,PIT,,-1.9,10,2.2,0.2,1.2,8.8,0
2012,2012111200,10,Mon,41225,8:30 AM,PIT,KC,16,13,1,,yes,,0,,,,,,,0,,RB,,32204,C.Rainey,1,,,PIT,,-2,9.4,2,0.2,1.2,3.6,0
2012,2012111811,11,Sun,41231,8:20 AM,PIT,BAL,10,13,,,yes,,,,,,,,,,,RB,,32204,C.Rainey,,,,PIT,,0,9.4,1.8,0.2,1,2.4,0
2012,2012112501,12,Sun,41238,1:00 AM,CLE,PIT,20,14,2,17,no,0,1,1,4,0,15,5,1,0,11,RB,0,32204,C.Rainey,0,0,7,PIT,,5.2,9.4,1.8,0.2,0.8,0,0
2012,2012120210,13,Sun,41245,4:25 AM,BAL,PIT,20,23,,,no,,,,,,,,,,,RB,,32204,C.Rainey,,,,PIT,,0,9.4,2,0.2,1.4,1.4,0
2012,2012120902,14,Sun,41252,1:00 AM,PIT,SD,24,34,,6,yes,0,,0,,,,1,0,,,RB,,32204,C.Rainey,,0,6,PIT,,0.6,4.2,1.2,0.2,1.2,2.4,0
2012,2012121611,15,Sun,41259,4:25 AM,DAL,PIT,27,24,,15,no,0,,0,,,,3,0,,,RB,,32204,C.Rainey,,0,6,PIT,,1.5,4.6,1.2,0.2,0.8,3,0
2012,2012122303,16,Sun,41266,1:00 AM,PIT,CIN,10,13,,,yes,,,,,,,,,,,RB,,32204,C.Rainey,,,,PIT,,0,7.6,1.8,0.2,0.8,3,0
2012,2012123003,17,Sun,41273,1:00 AM,PIT,CLE,24,10,,2,yes,0,,0,,,,1,0,,,RB,,32204,C.Rainey,,0,2,PIT,,0.2,7.6,1.8,0.2,0.8,3,0
2014,2014111608,11,Sun,41959,1:00 AM,WAS,TB,7,27,,36,no,0,,0,3,0,8,13,0,,4,RB,0,33135,C.Sims,,0,12,TB,,4.4,11.5,4,0,1,8.5,0
2014,2014112302,12,Sun,41966,1:00 AM,CHI,TB,21,13,,22,no,0,,0,2,0,11,6,0,,9,RB,0,33135,C.Sims,,0,10,TB,,3.3,18,6.5,0,1.5,4,0
2014,2014113008,13,Sun,41973,1:00 AM,TB,CIN,13,14,,6,yes,0,,0,4,0,49,5,0,,21,RB,0,33135,C.Sims,,0,5,TB,,5.5,11,3,0,1,5.5,0
2014,2014120702,14,Sun,41980,1:00 AM,DET,TB,34,17,,-4,no,0,,0,1,0,24,5,0,,24,RB,0,33135,C.Sims,,0,3,TB,,2,3,2.5,0,2,24.5,0
2014,2014121403,15,Sun,41987,1:00 AM,CAR,TB,19,17,1,34,no,0,0,0,3,0,45,7,0,0,19,RB,0,33135,C.Sims,0,0,18,TB,,5.9,16.6,7.4,0,2.4,21.8,0
2014,2014122107,16,Sun,41994,1:00 AM,TB,GB,3,20,,-1,yes,0,,0,3,0,30,4,0,,18,RB,0,33135,C.Sims,,0,1,TB,,2.9,18.8,7.2,0,2.6,27.4,0
2014,2014122810,17,Sun,42001,1:00 AM,TB,NO,20,23,,69,yes,0,,1,1,0,6,18,8,,6,RB,0,33135,C.Sims,,0,20,TB,,13.5,11.4,5.4,0,2.6,31.8,0
2010,2010091901,2,Sun,40440,1:00 AM,GB,BUF,34,7,,3,no,0,,0,4,0,23,1,0,,7,RB,0,31994,C.Spiller,,0,3,BUF,,2.6,3,3.5,0,2,4,0
2010,2010092603,3,Sun,40447,1:00 AM,NE,BUF,38,30,,29,no,0,,0,3,0,10,4,0,,5,RB,1,31994,C.Spiller,,0,19,BUF,,9.9,1.5,0.5,0,2,11.5,0
2010,2010100300,4,Sun,40454,1:00 AM,BUF,NYJ,14,38,,11,yes,0,,0,1,0,4,2,0,,4,RB,0,31994,C.Spiller,,0,6,BUF,,1.5,14.5,2,0,1.5,5,0.5
2010,2010101000,5,Sun,40461,1:00 AM,BUF,JAC,26,36,,31,yes,0,,0,1,0,3,5,0,,3,RB,0,31994,C.Spiller,,0,19,BUF,,3.4,5.5,1,0,0.5,2,0
2010,2010102402,7,Sun,40475,1:00 AM,BAL,BUF,37,34,1,33,no,0,1,0,,,,7,0,0,,RB,,31994,C.Spiller,0,0,13,BUF,,1.3,16,3.8,0,2.6,9.6,0.2
2010,2010103103,8,Sun,40482,1:00 AM,KC,BUF,13,10,1,17,no,0,0,0,4,0,28,6,0,0,14,RB,0,31994,C.Spiller,0,0,6,BUF,,2.5,21.4,3.8,0,1.8,8,0.2
